id,country,vendor_inco_term,shipment_mode,scheduled_delivery_date,delivered_to_client_date,vendor,line_item_quantity,line_item_value,weight_kgs,freight_cost_usd,line_item_insurance_usd
84907,Guyana,N/A - From RDC,Air,31-Mar-14,03-Apr-14,SCMS from RDC,803,5018.75,,,5.16
84908,Haiti,N/A - From RDC,Air,30-Mar-14,24-Mar-14,SCMS from RDC,25000,83250,,,85.58
84909,Uganda,N/A - From RDC,Truck,20-Apr-14,18-Apr-14,SCMS from RDC,3757,25284.61,,,25.99
84910,Tanzania,N/A - From RDC,Truck,15-May-14,07-May-14,SCMS from RDC,33086,664036.02,5065,2352.52,821.41
84911,CÙte d'Ivoire,N/A - From RDC,Truck,30-Apr-14,14-Apr-14,SCMS from RDC,26000,122200,,,151.16
84913,Nigeria,N/A - From RDC,Air Charter,15-Apr-14,17-Apr-14,SCMS from RDC,15826,299111.4,3814,29674.92,370
84914,Guyana,N/A - From RDC,Air,30-Jun-14,14-Apr-14,SCMS from RDC,74,688.2,,,0.71
84915,Guyana,N/A - From RDC,Air,30-Jun-14,14-Apr-14,SCMS from RDC,210,468.3,,,0.48
84916,CÙte d'Ivoire,N/A - From RDC,Air,30-Apr-14,25-Apr-14,SCMS from RDC,3300,12474,259,1008.9,15.43
84917,CÙte d'Ivoire,N/A - From RDC,Truck,30-Apr-14,25-Apr-14,SCMS from RDC,52200,562716,,,578.47
84918,Guyana,N/A - From RDC,Air,05-May-14,25-Apr-14,SCMS from RDC,30,251.4,11,871.8,0.26
84919,Zambia,N/A - From RDC,Truck,06-May-14,19-May-14,SCMS from RDC,29440,136601.6,,,140.43
84920,CÙte d'Ivoire,N/A - From RDC,Truck,21-Apr-14,01-May-14,SCMS from RDC,3291,44494.32,,,45.74
84921,CÙte d'Ivoire,N/A - From RDC,Truck,21-Apr-14,01-May-14,SCMS from RDC,3709,50145.68,,,51.55
84922,CÙte d'Ivoire,N/A - From RDC,Truck,30-Apr-14,22-Apr-14,SCMS from RDC,75235,610155.85,9080,34551.83,627.24
84925,Haiti,N/A - From RDC,Air,30-Apr-14,12-May-14,SCMS from RDC,2581,9678.75,110,1955.22,9.95
84926,Rwanda,N/A - From RDC,Truck,16-Jun-14,17-May-14,SCMS from RDC,61123,658905.94,8281,14311,815.07
84927,CÙte d'Ivoire,N/A - From RDC,Truck,30-Jun-14,16-May-14,SCMS from RDC,54000,1020600,11971,44448.75,1262.48
84928,Zimbabwe,N/A - From RDC,Truck,30-May-14,30-May-14,SCMS from RDC,225000,2425500,37973,15873.95,3000.34
84929,Rwanda,N/A - From RDC,Truck,30-May-14,03-Jul-14,SCMS from RDC,30666,67771.86,1878,11085.83,83.83
84930,Nigeria,N/A - From RDC,Air Charter,30-Jun-14,09-May-14,SCMS from RDC,92125,608025,7982,45180.63,625.05
84931,Nigeria,N/A - From RDC,Air Charter,30-Jun-14,09-May-14,SCMS from RDC,10534,97966.2,2,45180.62,100.71
84934,Guyana,N/A - From RDC,Air,30-Jun-14,03-Jun-14,SCMS from RDC,1031,20321.01,298,4353.04,20.89
84935,Burundi,N/A - From RDC,Air,16-Jun-14,04-Jun-14,SCMS from RDC,573,1839.33,,,2.28
84936,Zambia,N/A - From RDC,Air,16-Jun-14,17-Jun-14,SCMS from RDC,6778,8811.4,1358,3150.3,9.06
84937,Mozambique,N/A - From RDC,Truck,31-Jul-14,25-Jul-14,SCMS from RDC,30000,96300,,,99
84938,Mozambique,N/A - From RDC,Truck,09-Jul-14,18-Jul-14,SCMS from RDC,2555,34543.6,227,227.19,35.51
84939,Mozambique,N/A - From RDC,Truck,31-Jul-14,06-Oct-14,SCMS from RDC,20340,65291.4,1242,9384,67.12
84940,Tanzania,N/A - From RDC,Truck,30-Jun-14,24-Jun-14,SCMS from RDC,14758,278926.2,3030,2994.62,345.03
84942,Tanzania,N/A - From RDC,Air,31-Jul-14,25-Sep-14,SCMS from RDC,28464,37003.2,,,45.77
84943,Zimbabwe,N/A - From RDC,Truck,30-Sep-14,20-Jun-14,SCMS from RDC,153560,721732,18528,31514.85,741.94
84944,Zimbabwe,N/A - From RDC,Truck,30-Jul-14,11-Jul-14,SCMS from RDC,44716,101058.16,5925,13770.65,103.89
84945,Zimbabwe,N/A - From RDC,Truck,25-Aug-14,12-Sep-14,SCMS from RDC,301,0,,,0
84947,Mozambique,N/A - From RDC,Truck,31-Dec-14,30-Oct-14,SCMS from RDC,8283,26588.43,,,27.33
84949,Mozambique,N/A - From RDC,Truck,30-Sep-14,05-Sep-14,SCMS from RDC,800,3024,64,166.96,3.11
84950,Mozambique,N/A - From RDC,Truck,15-Aug-14,15-Aug-14,SCMS from RDC,108650,348766.5,9741,9360.14,358.53
84951,Zimbabwe,N/A - From RDC,Truck,30-Sep-14,29-Jun-14,SCMS from RDC,48253,105191.54,,,108.14
84952,Mozambique,N/A - From RDC,Truck,29-Aug-14,05-Nov-14,SCMS from RDC,26700,66483,1307,1482.7,68.34
84953,Zambia,N/A - From RDC,Truck,31-Jul-14,25-Jul-14,SCMS from RDC,100000,652000,8528,8635.96,670.26
84955,Zambia,N/A - From RDC,Truck,30-Aug-14,25-Jul-14,SCMS from RDC,39132,86481.72,2426,2413.89,88.9
84956,South Sudan,N/A - From RDC,Air,01-Sep-14,01-Sep-14,SCMS from RDC,3274,18432.62,,,18.95
84957,"Congo, DRC",N/A - From RDC,Air,13-Aug-14,24-Sep-14,SCMS from RDC,1540,5821.2,,,5.98
84966,Rwanda,N/A - From RDC,Air,30-Jul-14,01-Aug-14,SCMS from RDC,2274,8527.5,100,1511.4,8.77
84967,Mozambique,N/A - From RDC,Truck,31-Aug-14,30-Oct-14,SCMS from RDC,6600,21186,,,21.78
84968,Tanzania,N/A - From RDC,Truck,29-Aug-14,29-Sep-14,SCMS from RDC,20000,74600,3431,19379.94,92.28
84969,Zambia,N/A - From RDC,Truck,29-Aug-14,02-Sep-14,SCMS from RDC,32905,648557.55,5111,10944.73,666.72
84970,Mozambique,N/A - From RDC,Truck,31-Aug-14,27-Oct-14,SCMS from RDC,74930,607682.3,9100,6507.33,624.7
84971,"Congo, DRC",N/A - From RDC,Air,30-Sep-14,24-Oct-14,SCMS from RDC,1090,2289,408,5580.44,2.35
84972,Rwanda,N/A - From RDC,Air,15-Sep-14,19-Sep-14,SCMS from RDC,2125,4462.5,796,5603.78,5.52
84974,"Congo, DRC",N/A - From RDC,Air,27-Nov-14,27-Nov-14,SCMS from RDC,2651,14421.44,155,3028.36,14.83
84975,Nigeria,N/A - From RDC,Air Charter,30-Sep-14,03-Sep-14,SCMS from RDC,45520,369167.2,,,379.5
84978,Uganda,N/A - From RDC,Truck,31-Oct-14,25-Sep-14,SCMS from RDC,4000,8600,474,1332.7,8.84
84979,Mozambique,N/A - From RDC,Truck,31-Oct-14,30-Oct-14,SCMS from RDC,7977,90618.72,,,93.16
84980,Zambia,N/A - From RDC,Truck,30-Sep-14,02-Oct-14,SCMS from RDC,11536,54219.2,1046,1157.78,55.74
84981,Zambia,N/A - From RDC,Truck,30-Nov-14,23-Sep-14,SCMS from RDC,10000,13000,3731,4329.61,13.36
84982,Guyana,N/A - From RDC,Air,30-Sep-14,31-Oct-14,SCMS from RDC,100,838,44,863.24,0.86
84984,Burundi,N/A - From RDC,Air,31-Oct-14,15-Oct-14,SCMS from RDC,2532,16711.2,,,17.18
84988,Zimbabwe,N/A - From RDC,Truck,24-Nov-14,30-Oct-14,SCMS from RDC,15000,29850,1037,891.65,30.69
84991,"Congo, DRC",N/A - From RDC,Air,14-Apr-15,14-Apr-15,SCMS from RDC,5850,12753,,,13.11
84992,"Congo, DRC",N/A - From RDC,Air,30-Jan-15,18-Feb-15,SCMS from RDC,714,1499.4,,,1.54
84994,Nigeria,N/A - From RDC,Air Charter,30-Nov-14,30-Oct-14,SCMS from RDC,100000,811000,,,833.71
84995,Tanzania,N/A - From RDC,Truck,30-Jan-15,23-Jan-15,SCMS from RDC,12783,151989.87,1371,7585.82,156.25
84996,CÙte d'Ivoire,N/A - From RDC,Truck,28-Nov-14,02-Dec-14,SCMS from RDC,137,697.33,2014,7726.12,0.72
84997,CÙte d'Ivoire,N/A - From RDC,Truck,28-Nov-14,02-Dec-14,SCMS from RDC,64445,206868.45,5678,20052.11,212.66
84999,CÙte d'Ivoire,N/A - From RDC,Truck,30-Jan-15,19-Dec-14,SCMS from RDC,126840,853633.2,11283,42947.44,877.53
85000,Mozambique,N/A - From RDC,Truck,02-Mar-15,02-Mar-15,SCMS from RDC,380,1436.4,,,1.48
85001,Mozambique,N/A - From RDC,Truck,02-Mar-15,02-Mar-15,SCMS from RDC,13642,264381.96,,,271.78
85002,Uganda,N/A - From RDC,Truck,30-Jan-15,05-Jan-15,SCMS from RDC,45000,485100,5083,6948.04,498.68
85003,Uganda,N/A - From RDC,Truck,16-Feb-15,24-Jan-15,SCMS from RDC,3663,69230.7,,,71.17
85004,Nigeria,N/A - From RDC,Air Charter,30-Jan-15,29-Dec-14,SCMS from RDC,33147,218770.2,32,5798.14,224.9
85005,Nigeria,N/A - From RDC,Air Charter,30-Jan-15,29-Dec-14,SCMS from RDC,320300,2472716,87076,194623.44,2541.95
85007,CÙte d'Ivoire,N/A - From RDC,Truck,16-Feb-15,19-Jan-15,SCMS from RDC,4236,15037.8,,,15.46
85008,Zambia,N/A - From RDC,Truck,30-Jan-15,19-Feb-15,SCMS from RDC,132000,871200,10615,22520.71,895.59
85009,Nigeria,N/A - From RDC,Air Charter,30-Jan-15,14-Jan-15,SCMS from RDC,4,18.44,34119,69737,0.02
85010,Uganda,N/A - From RDC,Truck,16-Feb-15,30-Jan-15,SCMS from RDC,6000,11940,404,2055.25,14.05
85011,Tanzania,N/A - From RDC,Truck,16-Feb-15,12-Mar-15,SCMS from RDC,19389,38778,1293,4916,39.86
85012,Nigeria,N/A - From RDC,Air Charter,28-Feb-15,05-Feb-15,SCMS from RDC,3194,24657.68,23220,51645.79,25.35
85013,Uganda,N/A - From RDC,Air,03-Feb-15,10-Feb-15,SCMS from RDC,11607,219372.3,2653,14056.46,258.2
85018,Burundi,N/A - From RDC,Air,27-Feb-15,28-Feb-15,SCMS from RDC,9360,89856,,,105.76
85019,Rwanda,N/A - From RDC,Air,31-Mar-15,20-Mar-15,SCMS from RDC,1700,3315,268,1061.37,3.9
85020,Nigeria,N/A - From RDC,Air Charter,02-Mar-15,10-Mar-15,SCMS from RDC,51431,335330.12,19196,43055.82,344.72
85022,Zambia,N/A - From RDC,Truck,15-May-15,25-May-15,SCMS from RDC,108856,339630.72,6431,43219.06,399.75
85024,Nigeria,N/A - From RDC,Air Charter,30-Apr-15,18-Mar-15,SCMS from RDC,200000,1920000,,,1973.76
85025,"Congo, DRC",N/A - From RDC,Air,16-Jun-15,25-May-15,SCMS from RDC,140,956.2,139,973.2,1.13
85026,Uganda,N/A - From RDC,Truck,30-Apr-15,22-Apr-15,SCMS from RDC,13549,62189.91,1354,,63.93
85027,Nigeria,N/A - From RDC,Air Charter,30-Jun-15,15-Apr-15,SCMS from RDC,912,3283.2,71,134,3.38
85029,CÙte d'Ivoire,N/A - From RDC,Truck,19-Jun-15,08-Jun-15,SCMS from RDC,100000,960000,,,1129.92
85030,CÙte d'Ivoire,N/A - From RDC,Truck,08-Jun-15,08-Jun-15,SCMS from RDC,36971,241050.92,,,247.8
85031,CÙte d'Ivoire,N/A - From RDC,Truck,08-Jun-15,08-Jun-15,SCMS from RDC,25526,166429.52,,,171.09
85032,Nigeria,N/A - From RDC,Air Charter,30-Jun-15,29-Apr-15,SCMS from RDC,13660,49176,849,1871.34,50.55
85035,CÙte d'Ivoire,N/A - From RDC,Truck,29-May-15,29-May-15,SCMS from RDC,7500,26625,,,27.37
85036,Nigeria,N/A - From RDC,Air Charter,30-Jun-15,02-Jun-15,SCMS from RDC,121000,1161600,35884,68103.71,1194.12
85037,Nigeria,N/A - From RDC,Air Charter,30-Jun-15,02-Jun-15,SCMS from RDC,170780,1639488,,,1685.39
85038,Uganda,N/A - From RDC,Truck,15-Jul-15,09-Jul-15,SCMS from RDC,14476,57180.2,839,8402.24,67.3
85039,Cameroon,N/A - From RDC,Air,16-Jul-15,28-Jun-15,SCMS from RDC,3101,28839.3,195,4257.91,33.94
85041,Zimbabwe,N/A - From RDC,Truck,31-Jul-15,15-Jul-15,SCMS from RDC,2741,5454.59,,,6.42
85042,Zimbabwe,N/A - From RDC,Truck,31-Jul-15,15-Jul-15,SCMS from RDC,9262,18431.38,,,21.69
85043,Uganda,N/A - From RDC,Truck,31-Jul-15,23-Jul-15,SCMS from RDC,5126,9841.92,,,11.58
85044,Zambia,N/A - From RDC,Truck,15-Aug-15,25-Aug-15,SCMS from RDC,221000,481780,,,495.27
85045,Zambia,N/A - From RDC,Truck,15-Aug-15,25-Aug-15,SCMS from RDC,89575,195273.5,,,200.74
85047,Uganda,N/A - From RDC,Truck,14-Aug-15,08-Aug-15,SCMS from RDC,8452,157545.28,,,185.43
85048,Zambia,N/A - From RDC,Truck,14-Aug-15,25-Aug-15,SCMS from RDC,6258,40802.16,,,41.94
85051,Mozambique,N/A - From RDC,Truck,22-Oct-15,20-Aug-15,SCMS from RDC,134500,1343655,18177,,1581.48
85064,Nigeria,N/A - From RDC,Air Charter,31-Aug-09,04-Aug-09,SCMS from RDC,45,109.8,,,0.22
85065,Uganda,N/A - From RDC,Air,08-Oct-09,08-Oct-09,SCMS from RDC,100,290,,,0.57
85066,Nigeria,N/A - From RDC,Air Charter,30-Oct-09,20-Oct-09,SCMS from RDC,63,153.72,,,0.3
85067,Nigeria,N/A - From RDC,Air Charter,30-Oct-09,20-Oct-09,SCMS from RDC,28,210.84,,,0.41
85068,Nigeria,N/A - From RDC,Air Charter,15-Oct-09,20-Oct-09,SCMS from RDC,3000,8700,,,17.05
85069,Haiti,N/A - From RDC,Air,18-Nov-09,18-Oct-09,SCMS from RDC,398,971.12,,,1.9
85070,CÙte d'Ivoire,N/A - From RDC,Air,01-Dec-09,05-Nov-09,SCMS from RDC,41336,362103.36,,,709.72
85071,CÙte d'Ivoire,N/A - From RDC,Air,01-Dec-09,02-Dec-09,SCMS from RDC,4000,85680,,,167.93
85072,CÙte d'Ivoire,N/A - From RDC,Air,04-Dec-09,02-Dec-09,SCMS from RDC,4464,8570.88,1655,1211.48,16.8
85073,Haiti,N/A - From RDC,Air,30-Nov-09,30-Nov-09,SCMS from RDC,4704,9031.68,,,19.47
85074,CÙte d'Ivoire,N/A - From RDC,Air,01-Dec-09,02-Dec-09,SCMS from RDC,3444,7714.56,200,1211.48,15.12
85075,Nigeria,N/A - From RDC,Air Charter,24-Nov-09,20-Nov-09,SCMS from RDC,50000,122000,2390,,239.12
85076,Uganda,N/A - From RDC,Air,30-Nov-09,02-Dec-09,SCMS from RDC,5000,28900,907,9044.65,56.64
85077,Nigeria,N/A - From RDC,Air Charter,18-Dec-09,18-Dec-09,SCMS from RDC,755,16172.1,75,11637.64,31.7
85078,Nigeria,N/A - From RDC,Air Charter,18-Dec-09,18-Dec-09,SCMS from RDC,168,971.04,15,11637.64,1.9
85079,Haiti,N/A - From RDC,Air,25-Dec-09,21-Dec-09,SCMS from RDC,572,1281.28,33,1062.95,2.76
85080,Uganda,N/A - From RDC,Air,15-Feb-10,15-Jan-10,SCMS from RDC,2000,20000,168,2990.92,43.12
85081,Nigeria,N/A - From RDC,Air,29-Jan-10,22-Jan-10,SCMS from RDC,40080,454908,4498,19480.97,891.62
85082,Sudan,N/A - From RDC,Air,30-Nov-09,22-Nov-09,SCMS from RDC,350,28000,,,54.88
85084,Haiti,N/A - From RDC,Air,05-Mar-10,03-Mar-10,SCMS from RDC,26712,154395.36,2342,12016.69,332.88
85085,Uganda,N/A - From RDC,Truck,11-Feb-10,29-Jan-10,SCMS from RDC,200,546,,,1.18
85086,Uganda,N/A - From RDC,Truck,25-Feb-10,18-Feb-10,SCMS from RDC,21658,243002.76,,,476.29
85087,Uganda,N/A - From RDC,Truck,25-Feb-10,18-Feb-10,SCMS from RDC,19942,223749.24,,,438.55
85088,CÙte d'Ivoire,N/A - From RDC,Air,10-May-10,19-Feb-10,SCMS from RDC,9876,26961.48,941,7779.96,58.13
85089,CÙte d'Ivoire,N/A - From RDC,Air,10-Mar-10,02-Mar-10,SCMS from RDC,6464,169680,571,1949.41,365.83
85090,Zimbabwe,N/A - From RDC,Truck,31-Mar-10,12-Mar-10,SCMS from RDC,1900,9747,,,21.01
85091,Zimbabwe,N/A - From RDC,Air,31-Mar-10,12-Mar-10,SCMS from RDC,35802,218750.22,,,471.63
85092,Haiti,N/A - From RDC,Air,10-Mar-10,03-Mar-10,SCMS from RDC,2610,3680.1,,,7.93
85093,Haiti,N/A - From RDC,Air,10-Mar-10,03-Mar-10,SCMS from RDC,106,151.58,,,0.33
85094,Uganda,N/A - From RDC,Air,19-Mar-10,17-Mar-10,SCMS from RDC,26697,136955.61,,,268.43
85095,Nigeria,N/A - From RDC,Air Charter,19-Apr-10,31-Mar-10,SCMS from RDC,10000,112200,1169,,241.9
85096,Nigeria,N/A - From RDC,Air Charter,19-Apr-10,31-Mar-10,SCMS from RDC,350,4112.5,29,,8.87
85097,Mozambique,N/A - From RDC,Truck,17-May-10,14-Apr-10,SCMS from RDC,30315,340134.3,3563,3423.26,666.66
85098,Nigeria,N/A - From RDC,Air Charter,19-Apr-10,31-Mar-10,SCMS from RDC,6000,16380,577,,35.32
85099,Nigeria,N/A - From RDC,Air Charter,19-Apr-10,31-Mar-10,SCMS from RDC,35000,411250,2825,,886.66
85100,Nigeria,N/A - From RDC,Air Charter,19-Apr-10,31-Mar-10,SCMS from RDC,3200,28032,255,,60.44
85101,Uganda,N/A - From RDC,Truck,26-Mar-10,25-Mar-10,SCMS from RDC,3680,36800,328,3522.52,79.34
85102,Uganda,N/A - From RDC,Air,23-Jun-10,08-Apr-10,SCMS from RDC,70,238,,,0.51
85103,Uganda,N/A - From RDC,Air,02-Jun-10,22-Apr-10,SCMS from RDC,1600,14016,13,1758.6,30.22
85104,Nigeria,N/A - From RDC,Air Charter,31-May-10,18-May-10,SCMS from RDC,3500,16625,309,9736.1,35.84
85105,Nigeria,N/A - From RDC,Air Charter,31-May-10,18-May-10,SCMS from RDC,188,893,17,9736.1,1.93
85106,Nigeria,N/A - From RDC,Air Charter,31-May-10,18-May-10,SCMS from RDC,250,6875,42,9736.1,14.82
85107,Nigeria,N/A - From RDC,Air Charter,31-May-10,18-May-10,SCMS from RDC,45000,504900,,,1088.56
85108,Nigeria,N/A - From RDC,Air Charter,31-May-10,18-May-10,SCMS from RDC,9852,98520,1078,9736.1,212.41
85109,Guyana,N/A - From RDC,Air,30-Jun-10,25-May-10,SCMS from RDC,330,2547.6,71,1721.53,5.49
85110,Uganda,N/A - From RDC,Air,03-May-10,03-May-10,SCMS from RDC,17000,190740,2156,14467.75,411.24
85111,Uganda,N/A - From RDC,Air,11-Jun-10,03-May-10,SCMS from RDC,5000,43800,338,4159.73,94.43
85112,Tanzania,N/A - From RDC,Air,29-Jul-10,25-May-10,SCMS from RDC,2159,16667.48,454,3219.93,35.94
85113,CÙte d'Ivoire,N/A - From RDC,Air,10-May-10,07-May-10,SCMS from RDC,9316,22731.04,,,49.01
85114,CÙte d'Ivoire,N/A - From RDC,Air,10-May-10,07-May-10,SCMS from RDC,8150,154850,,,333.86
85115,CÙte d'Ivoire,N/A - From RDC,Air,10-May-10,07-May-10,SCMS from RDC,6636,32118.24,,,69.25
85116,CÙte d'Ivoire,N/A - From RDC,Air,10-May-10,07-May-10,SCMS from RDC,6000,14640,,,31.56
85117,Guyana,N/A - From RDC,Air,07-Jun-10,27-May-10,SCMS from RDC,1815,4827.9,,,10.41
85118,Haiti,N/A - From RDC,Air,02-Jun-10,09-Jun-10,SCMS from RDC,8520,19851.6,,,42.8
85119,Haiti,N/A - From RDC,Air,30-Jun-10,09-Jun-10,SCMS from RDC,1176,11842.32,,,25.53
85120,Haiti,N/A - From RDC,Air,30-Jun-10,09-Jun-10,SCMS from RDC,504,720.72,,,1.55
85121,Uganda,N/A - From RDC,Air,30-Jun-10,22-Jun-10,SCMS from RDC,1500,17625,109,2288.29,38
85122,Nigeria,N/A - From RDC,Air,31-May-10,18-May-10,SCMS from RDC,176143,1543012.68,15200,9735.95,3326.74
85123,Uganda,N/A - From RDC,Air,30-Jun-10,15-Jun-10,SCMS from RDC,2500,6825,132,3661.42,14.71
85124,Nigeria,N/A - From RDC,Air,15-Jul-10,28-Jun-10,SCMS from RDC,35199,96093.27,2411,,207.18
85125,Nigeria,N/A - From RDC,Air,15-Jul-10,28-Jun-10,SCMS from RDC,20000,54600,1370,,117.72
85126,Nigeria,N/A - From RDC,Air,15-Jul-10,28-Jun-10,SCMS from RDC,5000,23000,428,,49.59
85127,Nigeria,N/A - From RDC,Air,15-Jul-10,28-Jun-10,SCMS from RDC,34379,385732.38,4013,,831.64
85128,Nigeria,N/A - From RDC,Air,15-Jul-10,28-Jun-10,SCMS from RDC,45000,450000,4050,,970.2
85129,Nigeria,N/A - From RDC,Air,15-Jul-10,28-Jun-10,SCMS from RDC,20000,200000,1801,,431.2
85130,Uganda,N/A - From RDC,Air,04-Aug-10,19-Jul-10,SCMS from RDC,2500,29375,,,63.33
85131,Nigeria,N/A - From RDC,Air Charter,15-Jul-10,28-Jun-10,SCMS from RDC,15000,131400,1040,,283.3
85132,Zimbabwe,N/A - From RDC,Air,30-Jul-10,22-Jul-10,SCMS from RDC,2100,12033,,,25.94
85133,Uganda,N/A - From RDC,Air,04-Aug-10,02-Aug-10,SCMS from RDC,3000,13350,,,28.78
85134,Uganda,N/A - From RDC,Air,04-Aug-10,02-Aug-10,SCMS from RDC,3000,8190,,,17.66
85135,Nigeria,N/A - From RDC,Air Charter,16-Aug-10,17-Aug-10,SCMS from RDC,5000,56100,659,6147.18,120.95
85136,Nigeria,N/A - From RDC,Air Charter,09-Aug-10,17-Aug-10,SCMS from RDC,3000,35250,270,6147.18,76
85137,CÙte d'Ivoire,N/A - From RDC,Air,31-Aug-10,23-Aug-10,SCMS from RDC,11994,39340.32,,,84.82
85138,CÙte d'Ivoire,N/A - From RDC,Air,31-Aug-10,23-Aug-10,SCMS from RDC,441,1446.48,,,3.12
85139,Uganda,N/A - From RDC,Air,29-Aug-10,27-Aug-10,SCMS from RDC,4000,47000,365,6068.75,101.33
85140,Nigeria,N/A - From RDC,Air Charter,12-Aug-10,17-Aug-10,SCMS from RDC,28600,78078,3344,6147.14,168.34
85141,Nigeria,N/A - From RDC,Air Charter,12-Aug-10,17-Aug-10,SCMS from RDC,3322,9069.06,377,6147.18,19.55
85142,Uganda,N/A - From RDC,Air,29-Oct-10,27-Sep-10,SCMS from RDC,4399,37611.45,,,81.09
85143,Uganda,N/A - From RDC,Air,30-Sep-10,23-Aug-10,SCMS from RDC,667,2968.15,,,6.4
85144,CÙte d'Ivoire,N/A - From RDC,Air,14-Sep-10,06-Sep-10,SCMS from RDC,61920,542419.2,5334,8815.65,1169.46
85145,Uganda,N/A - From RDC,Air,30-Sep-10,02-Sep-10,SCMS from RDC,40213,343821.15,3457,35689.71,741.28
85146,Zambia,N/A - From RDC,Air,22-Sep-10,01-Sep-10,SCMS from RDC,56054,327915.9,15140,16249.55,706.99
85147,Zambia,N/A - From RDC,Air,27-Sep-10,08-Sep-10,SCMS from RDC,6580,15331.4,579,4658.75,33.05
85148,CÙte d'Ivoire,N/A - From RDC,Air,30-Sep-10,25-Sep-10,SCMS from RDC,4360,168950,,,364.26
85149,CÙte d'Ivoire,N/A - From RDC,Truck,19-Oct-10,25-Sep-10,SCMS from RDC,118170,1325867.4,,,2858.57
85150,Haiti,N/A - From RDC,Air,30-Sep-10,07-Oct-10,SCMS from RDC,52752,451029.6,,,972.42
85151,Zambia,N/A - From RDC,Truck,04-Nov-10,12-Oct-10,SCMS from RDC,59746,342344.58,,,738.09
85152,Zimbabwe,N/A - From RDC,Truck,30-Sep-10,04-Oct-10,SCMS from RDC,50000,286500,,,617.69
85153,Haiti,N/A - From RDC,Air,08-Oct-10,21-Oct-10,SCMS from RDC,600,810,69,29153.27,1.75
85154,Uganda,N/A - From RDC,Air,20-Oct-10,25-Oct-10,SCMS from RDC,21506,183876.3,,,396.44
85155,Uganda,N/A - From RDC,Air,20-Oct-10,25-Oct-10,SCMS from RDC,8375,98406.25,,,212.16
85156,Zambia,N/A - From RDC,Truck,04-Nov-10,22-Oct-10,SCMS from RDC,150000,399000,8754,8109.91,860.24
85157,Nigeria,N/A - From RDC,Air,22-Oct-10,10-Nov-10,SCMS from RDC,2150,20876.5,,,45.01
85158,Nigeria,N/A - From RDC,Air,22-Oct-10,10-Nov-10,SCMS from RDC,21400,206082,,,444.31
85159,Zambia,N/A - From RDC,Truck,04-Nov-10,08-Nov-10,SCMS from RDC,128000,578560,,,1247.38
85160,CÙte d'Ivoire,N/A - From RDC,Truck,30-Nov-10,26-Nov-10,SCMS from RDC,7483,15115.66,,,32.59
85161,Mozambique,N/A - From RDC,Air,30-Nov-10,13-Dec-10,SCMS from RDC,8556,28063.68,643,4156.94,60.51
85162,CÙte d'Ivoire,N/A - From RDC,Truck,28-Oct-10,23-Nov-10,SCMS from RDC,50928,435434.4,,,938.8
85163,Zimbabwe,N/A - From RDC,Truck,30-Nov-10,25-Nov-10,SCMS from RDC,112100,608703,,,1312.36
85164,Zambia,N/A - From RDC,Truck,26-Nov-10,03-Dec-10,SCMS from RDC,17045,270845.05,20752,17520.43,583.94
85165,CÙte d'Ivoire,N/A - From RDC,Air,30-Nov-10,09-Dec-10,SCMS from RDC,551,1113.02,,,2.4
85167,Haiti,N/A - From RDC,Air,20-Dec-10,05-Jan-11,SCMS from RDC,4810,8898.5,,,19.19
85168,CÙte d'Ivoire,N/A - From RDC,Air,15-Dec-10,15-Dec-10,SCMS from RDC,800,13152,364,2700.18,28.36
85169,Uganda,N/A - From RDC,Truck,14-Jan-11,14-Jan-11,SCMS from RDC,9255,103841.1,1243,6120.6,223.88
85171,Guatemala,N/A - From RDC,Air,31-Jan-11,24-Jan-11,SCMS from RDC,1467,3286.08,,,5.42
85172,Nigeria,N/A - From RDC,Air Charter,22-Feb-11,16-Feb-11,SCMS from RDC,55488,605928.96,,,1306.38
85173,Nigeria,N/A - From RDC,Air Charter,22-Feb-11,16-Feb-11,SCMS from RDC,200,280,,,0.6
85174,Guatemala,N/A - From RDC,Air,31-Jan-11,10-Feb-11,SCMS from RDC,2005,31077.5,2634,20805.8,51.28
85175,Guatemala,N/A - From RDC,Air,31-Jan-11,10-Feb-11,SCMS from RDC,34553,149268.96,,,246.29
85176,Tanzania,N/A - From RDC,Air,28-Feb-11,28-Feb-11,SCMS from RDC,2292,17694.24,617,1647,38.15
85177,CÙte d'Ivoire,N/A - From RDC,Air,31-Jan-11,22-Feb-11,SCMS from RDC,492,4777.32,,,10.3
85178,CÙte d'Ivoire,N/A - From RDC,Air,31-Jan-11,22-Feb-11,SCMS from RDC,2436,37758,,,81.41
85179,Uganda,N/A - From RDC,Truck,28-Feb-11,22-Mar-11,SCMS from RDC,6361,52541.86,,,113.28
85180,CÙte d'Ivoire,N/A - From RDC,Air,31-Mar-11,29-Mar-11,SCMS from RDC,448,6137.6,1135,17941.47,10.13
85181,Uganda,N/A - From RDC,Truck,31-Mar-11,01-Apr-11,SCMS from RDC,11979,30067.29,,,64.83
85183,Nigeria,N/A - From RDC,Air Charter,30-Mar-11,11-May-11,SCMS from RDC,19836,395133.12,2164,12601.06,851.91
85184,Uganda,N/A - From RDC,Truck,11-May-11,24-May-11,SCMS from RDC,45000,194400,5075,23711.16,320.76
85185,Zimbabwe,N/A - From RDC,Truck,31-May-11,09-Jun-11,SCMS from RDC,9073,22773.23,521,2494.56,49.1
